1787919535 2.74 53026938 379382749
1787919537 2.74 53027310 379385156
1787919539 2.68 53027815 379387426
1787919541 2.68 53028382 379389624
1787919543 2.68 53029083 379391680
1787919545 2.70 53029550 379393985
1787919547 2.70 53030040 379396266
1787919549 2.65 53030552 379398524
1787919551 2.65 53031112 379400724
1787919553 2.65 53031899 379402690
1787919555 2.52 53032335 379405023
1787919557 2.52 53033002 379407100
1787919559 2.47 53033659 379409199
1787919561 2.47 53034285 379411336
1787919563 2.47 53034600 379413796
1787919565 2.44 53035100 379416044
1787919567 2.44 53035639 379418244
1787919569 2.64 53036225 379420393
1787919571 2.64 53036928 379422426
1787919573 2.64 53037318 379424783
1787919575 2.75 53037958 379426842
1787919577 2.75 53038618 379428877
1787919579 2.77 53039259 379430954
1787919581 2.77 53039718 379433234
1787919583 2.77 53040227 379435410
1787919585 2.79 53040820 379437487
1787919587 2.79 53041427 379439542
1787919589 3.13 53042264 379441363
1787919591 3.13 53042658 379443681
1787919593 3.13 53043425 379445542
1787919595 3.60 53044125 379447473
1787919597 3.60 53044797 379449427
1787919599 3.55 53045276 379451630
1787919601 3.55 53045896 379453632
1787919603 3.55 53046550 379455569
1787919605 3.42 53047264 379457449
1787919607 3.42 53047962 379459343
1787919609 3.55 53048576 379461522
1787919611 3.55 53049983 379462993
1787919613 3.55 53051550 379464292
1787919615 3.67 53052721 379466034
1787919617 3.67 53053819 379467783
1787919619 3.77 53054556 379469621
1787919621 3.77 53055192 379471511
1787919623 3.77 53056001 379473227
1787919625 3.63 53056638 379475120
1787919627 3.63 53057182 379477441
1787919629 3.90 53058364 379479441
1787919631 3.90 53059557 379481416
1787919633 3.90 53060753 379483386
1787919635 4.07 53061750 379485432
1787919637 4.07 53063035 379487399
1787919639 4.55 53064838 379488823
1787919641 4.55 53066433 379490613
1787919643 4.55 53068062 379492380
1787919645 4.18 53068739 379494556
1787919647 4.18 53069529 379496396
1787919649 5.61 53070499 379498040
1787919651 5.61 53071359 379499775
1787919653 5.61 53072098 379501683
1787919655 6.12 53073504 379503478
1787919657 6.12 53075288 379505110
1787919659 6.35 53077036 379506856
1787919661 6.35 53078784 379508556
1787919663 6.35 53079722 379510609
1787919665 6.56 53081473 379511966
1787919667 6.56 53083239 379513303
1787919669 6.84 53084987 379514670
1787919671 6.84 53086242 379516489
1787919673 6.84 53086698 379518426
1787919675 6.53 53087272 379520061
1787919677 6.53 53087965 379521605
1787919679 6.17 53088636 379523147
1787919681 6.17 53089357 379525162
1787919683 6.17 53091128 379526653
1787919685 6.56 53092898 379528117
1787919687 6.56 53094634 379529619
1787919689 6.83 53096147 379531240
1787919691 6.83 53097413 379532845
1787919693 6.83 53099117 379534046
1787919695 7.25 53100843 379535233
1787919697 7.25 53102505 379536471
1787919699 6.75 53103365 379538408
1787919701 6.75 53104697 379539645
1787919703 6.75 53106194 379540772
1787919705 6.60 53107549 379541999
1787919707 6.60 53108768 379543380
1787919709 6.88 53109931 379545039
1787919711 6.88 53111669 379546204
1787919713 6.88 53113357 379547422
1787919715 6.89 53115036 379548658
1787919717 6.89 53115942 379550601
1787919719 8.02 53117989 379551541
1787919721 8.02 53120040 379552541
1787919723 8.02 53122052 379553563
1787919725 8.74 53123850 379554756
1787919727 8.74 53124986 379556660
1787919729 8.68 53126751 379558133
1787919731 8.68 53128512 379559613
1787919733 8.68 53130257 379561146
1787919735 8.86 53131208 379563154
1787919737 8.86 53132250 379564601
1787919739 8.96 53133239 379566071
1787919741 8.96 53134265 379567507
1787919743 8.96 53135135 379569097
1787919745 8.32 53135539 379571181
1787919747 8.32 53136197 379572749
1787919749 8.53 53136903 379574293
1787919752 8.53 53137604 379575840
