rate_mbit	reps	loss_scored	loss_reps	agg_sent	agg_recv	clean
1	1	0.0000	0.0000	8.01	8.01	yes
2	1	0.0000	0.0000	16.00	16.00	yes
3	1	0.0000	0.0000	24.00	24.00	yes
5	3	0.0280	0.0280,0.0000,0.0280	40.00	39.99	yes
8	3	0.8400	0.1400,1.0851,0.8400	63.99	63.60	no
12	1	4.0602	4.0602	95.95	92.23	no
20	1	12.3906	12.3906	159.98	140.01	no
30	1	35.6139	35.6139	239.97	163.11	no
45	1	59.1942	59.1942	359.95	153.34	no
