base	h1	h3	5300	10	1788097351
base	h2	h4	5301	10	1788097351
churn	h1	h4	5400	5	1788097382
churn	h2	h3	5401	5	1788097412
churn	h3	h1	5402	5	1788097442
churn	h4	h2	5403	5	1788097472
churn	h1	h2	5404	5	1788097503
churn	h3	h4	5405	5	1788097533
