1788069326 5.17 3770438 62872414 32699
1788069328 4.92 3771511 62874155 32702
1788069330 4.92 3774328 62874200 32704
1788069332 4.92 3777136 62874270 32709
1788069334 6.13 3779994 62874274 32711
1788069336 6.13 3781953 62875132 32713
1788069338 8.60 3784025 62875868 32726
1788069340 8.60 3786842 62875888 32741
1788069342 8.60 3789699 62875899 32749
1788069344 9.51 3792557 62875902 32759
1788069346 9.51 3793726 62877585 32763
1788069348 10.59 3796589 62877593 32775
1788069350 10.59 3799445 62877621 32790
1788069352 11.43 3802292 62877623 32798
1788069354 11.43 3804854 62877879 32808
1788069356 11.43 3806237 62879317 32812
1788069358 12.91 3809067 62879361 32814
1788069360 12.91 3811983 62879362 32823
1788069362 13.96 3814942 62879371 32836
1788069365 13.96 3816478 62880672 32858
1788069367 13.96 3818953 62881022 32866
1788069369 14.61 3821818 62881026 32873
1788069371 14.61 3824690 62881051 32879
1788069373 15.44 3827579 62881062 32882
1788069375 15.44 3828849 62882664 32892
1788069377 15.44 3831694 62882703 32933
1788069379 16.93 3834566 62882716 32946
1788069381 16.93 3837445 62882724 32954
1788069383 18.93 3839344 62883662 32966
1788069385 18.93 3841408 62884478 33034
1788069387 19.42 3844279 62884494 33163
1788069389 19.42 3847148 62884504 33261
1788069391 19.42 3850020 62884512 33345
1788069393 18.10 3851193 62886215 33384
1788069395 18.10 3854104 62886228 33473
1788069398 21.54 3857062 62886232 33568
1788069400 21.54 3860012 62886239 33668
1788069402 21.54 3862259 62886850 33737
1788069404 20.62 3864127 62887839 33808
1788069406 20.62 3866965 62887882 33954
1788069408 23.05 3869807 62887888 34083
1788069410 23.05 3872646 62887894 34222
1788069412 23.05 3873978 62889363 34268
1788069414 21.52 3876612 62889580 34438
1788069416 21.52 3879446 62889605 34630
1788069418 23.96 3882283 62889624 34822
1788069420 23.96 3885144 62889645 35021
1788069422 26.69 3886365 62891264 35089
1788069424 26.69 3889141 62891352 35255
1788069426 26.69 3891953 62891403 35452
1788069428 28.32 3894781 62891458 35665
1788069430 28.32 3896676 62892382 35793
1788069432 30.37 3898419 62893457 35924
1788069434 30.37 3901168 62893554 36128
1788069436 30.37 3903981 62893631 36372
1788069438 30.98 3906761 62893712 36607
1788069441 30.98 3907958 62895318 36693
1788069443 32.19 3910471 62895661 36821
1788069445 32.19 3913335 62895669 36974
1788069447 32.19 3916219 62895677 37127
1788069449 33.13 3919107 62895701 37328
1788069451 33.13 3920325 62897360 37374
1788069453 33.60 3923162 62897410 37487
1788069455 33.60 3926003 62897418 37605
1788069457 35.00 3928898 62897427 37754
1788069459 35.00 3930972 62898193 37843
1788069461 35.00 3933112 62898904 37933
1788069463 36.12 3936008 62898942 38100
1788069465 36.12 3938890 62898959 38270
1788069467 36.51 3941784 62898973 38457
