0	910	1788094749.102	0.044	6.285	1788094755.388
1	911	1788094769.050	0.048	7.924	1788094776.975
2	912	1788094790.698	0.043	7.412	1788094798.110
3	913	1788094814.143	0.047	5.763	1788094819.907
4	914	1788094839.210	0.044	2.316	1788094841.527
5	915	1788094857.534	0.043	5.770	1788094863.303
6	916	1788094877.567	0.042	7.398	1788094884.966
7	917	1788094899.244	0.053	7.391	1788094906.636
