rep	prio	sample	t_since_post_ms	req_ms	n_entries	n_phantom	n_real
6	916	46	1915.5	35.9	1283	1	0
6	916	47	1963.5	39.6	1283	1	0
6	916	48	2010.5	37.2	1283	1	0
6	916	49	2063.4	44.3	1283	1	0
6	916	50	2106.8	36.0	1283	1	0
6	916	51	2159.1	44.0	1283	1	0
6	916	52	2204.8	36.9	1283	1	0
6	916	53	2253.4	40.3	1283	1	0
6	916	54	2298.5	37.5	1283	1	0
6	916	55	2339.0	32.8	1283	1	0
6	916	56	2379.7	33.1	1283	1	0
6	916	57	2425.4	39.2	1283	1	0
6	916	58	2467.5	35.0	1283	1	0
6	916	59	2507.0	33.4	1283	1	0
6	916	60	2558.2	41.9	1283	1	0
6	916	61	2604.2	39.3	1283	1	0
6	916	62	2644.5	34.4	1283	1	0
6	916	63	2694.4	42.8	1283	1	0
6	916	64	2765.2	64.7	1283	1	0
6	916	65	2809.3	36.3	1283	1	0
6	916	66	2855.1	33.6	1283	1	0
6	916	67	2899.0	36.4	1283	1	0
6	916	68	2940.4	33.7	1283	1	0
6	916	69	2983.0	36.4	1283	1	0
6	916	70	3030.4	41.5	1283	1	0
6	916	71	3585.7	45.3	1283	1	0
6	916	72	4129.1	36.3	1283	1	0
6	916	73	4674.5	39.3	1283	1	0
6	916	74	5218.4	38.1	1283	1	0
6	916	75	5768.5	44.1	1283	1	0
6	916	76	6312.2	37.5	1283	1	0
6	916	77	6855.0	36.3	1283	1	0
6	916	78	7398.3	35.6	1283	1	0
6	916	79	7945.1	38.6	1282	0	0
6	916	80	8491.0	37.2	1282	0	0
6	916	81	9036.9	37.6	1282	0	0
6	916	82	9582.9	39.3	1282	0	0
6	916	83	10125.9	36.0	1282	0	0
6	916	84	10680.0	46.7	1282	0	0
6	916	85	11226.7	36.9	1282	0	0
6	916	86	11776.1	38.4	1282	0	0
6	916	87	12327.2	40.2	1282	0	0
6	916	88	12875.5	41.0	1282	0	0
6	916	89	13417.6	34.8	1282	0	0
6	916	90	13963.5	39.3	1282	0	0
6	916	91	14505.5	35.8	1282	0	0
6	916	92	15049.4	37.6	1282	0	0
6	916	93	15592.5	37.0	1282	0	0
6	916	94	16134.8	36.2	1282	0	0
6	916	95	16680.4	38.0	1282	0	0
6	916	96	17222.7	36.2	1282	0	0
6	916	97	17772.9	43.0	1282	0	0
7	917	0	53.5	44.2	1283	1	0
7	917	1	127.4	63.1	1283	1	0
7	917	2	173.3	38.8	1283	1	0
7	917	3	221.8	40.5	1283	1	0
7	917	4	263.0	33.1	1283	1	0
7	917	5	304.3	33.5	1283	1	0
7	917	6	345.5	33.2	1283	1	0
7	917	7	390.4	34.8	1283	1	0
7	917	8	435.7	36.3	1283	1	0
7	917	9	475.5	32.6	1283	1	0
7	917	10	519.2	32.9	1283	1	0
7	917	11	560.5	33.6	1283	1	0
7	917	12	604.3	36.6	1283	1	0
7	917	13	645.7	33.4	1283	1	0
7	917	14	686.5	33.1	1283	1	0
7	917	15	733.7	40.9	1283	1	0
7	917	16	774.3	34.0	1283	1	0
7	917	17	814.9	34.4	1283	1	0
7	917	18	855.4	34.5	1283	1	0
7	917	19	902.1	39.5	1283	1	0
7	917	20	951.8	42.4	1283	1	0
7	917	21	993.3	33.7	1283	1	0
7	917	22	1034.2	33.6	1283	1	0
7	917	23	1099.1	57.7	1283	1	0
7	917	24	1139.1	33.8	1283	1	0
7	917	25	1180.8	34.2	1283	1	0
7	917	26	1221.5	33.3	1283	1	0
7	917	27	1263.2	34.0	1283	1	0
7	917	28	1305.5	33.2	1283	1	0
7	917	29	1347.8	33.1	1283	1	0
7	917	30	1392.8	37.8	1283	1	0
7	917	31	1433.0	34.3	1283	1	0
7	917	32	1472.5	33.9	1283	1	0
7	917	33	1512.0	33.6	1283	1	0
7	917	34	1550.9	32.9	1283	1	0
7	917	35	1589.2	32.4	1283	1	0
7	917	36	1628.2	33.1	1283	1	0
7	917	37	1667.2	33.0	1283	1	0
7	917	38	1706.4	33.3	1283	1	0
7	917	39	1752.1	39.0	1283	1	0
7	917	40	1794.3	33.3	1283	1	0
7	917	41	1835.7	33.9	1283	1	0
7	917	42	1877.2	32.9	1283	1	0
7	917	43	1919.1	34.4	1283	1	0
7	917	44	1964.2	37.4	1283	1	0
7	917	45	2004.9	34.4	1283	1	0
7	917	46	2048.1	32.8	1283	1	0
7	917	47	2109.3	54.6	1283	1	0
7	917	48	2147.7	32.5	1283	1	0
7	917	49	2185.4	31.9	1283	1	0
7	917	50	2223.7	32.2	1283	1	0
7	917	51	2262.7	33.1	1283	1	0
7	917	52	2301.5	32.4	1283	1	0
7	917	53	2339.0	31.9	1283	1	0
7	917	54	2373.1	28.8	1283	1	0
7	917	55	2403.8	26.2	1283	1	0
7	917	56	2431.1	23.0	1283	1	0
7	917	57	2455.7	20.8	1283	1	0
7	917	58	2477.8	18.5	1283	1	0
7	917	59	2498.2	17.1	1283	1	0
7	917	60	2517.1	15.8	1283	1	0
7	917	61	2534.7	14.8	1283	1	0
7	917	62	2551.3	13.8	1283	1	0
7	917	63	2567.4	13.4	1283	1	0
7	917	64	2583.8	13.3	1283	1	0
7	917	65	2599.3	12.8	1283	1	0
7	917	66	2615.1	13.1	1283	1	0
7	917	67	2630.6	12.9	1283	1	0
7	917	68	2646.2	13.0	1283	1	0
7	917	69	2661.9	13.0	1283	1	0
7	917	70	2678.3	13.4	1283	1	0
7	917	71	2693.9	12.9	1283	1	0
7	917	72	2709.1	12.6	1283	1	0
7	917	73	2724.9	13.1	1283	1	0
7	917	74	2740.5	13.0	1283	1	0
7	917	75	2756.1	12.9	1283	1	0
7	917	76	2772.1	12.9	1283	1	0
7	917	77	2787.7	12.9	1283	1	0
7	917	78	2804.4	13.9	1283	1	0
7	917	79	2820.2	13.1	1283	1	0
7	917	80	2835.8	12.9	1283	1	0
7	917	81	2851.4	12.9	1283	1	0
7	917	82	2867.4	13.3	1283	1	0
7	917	83	2883.7	13.5	1283	1	0
7	917	84	2922.6	35.2	1283	1	0
7	917	85	2960.4	32.7	1283	1	0
7	917	86	3007.5	38.1	1283	1	0
7	917	87	3549.7	35.6	1283	1	0
7	917	88	4093.1	36.5	1283	1	0
7	917	89	4637.4	36.8	1283	1	0
7	917	90	5185.4	41.2	1283	1	0
7	917	91	5729.8	37.7	1283	1	0
7	917	92	6295.6	55.2	1283	1	0
7	917	93	6838.2	35.2	1283	1	0
7	917	94	7391.4	43.7	1283	1	0
7	917	95	7946.3	43.8	1282	0	0
7	917	96	8500.4	44.3	1282	0	0
7	917	97	9054.3	42.6	1282	0	0
7	917	98	9608.2	44.8	1282	0	0
7	917	99	10157.5	41.7	1282	0	0
7	917	100	10702.1	36.4	1282	0	0
7	917	101	11261.0	43.2	1282	0	0
7	917	102	11805.2	36.6	1282	0	0
7	917	103	12350.1	37.1	1282	0	0
7	917	104	12894.0	35.8	1282	0	0
7	917	105	13438.9	36.7	1282	0	0
7	917	106	13986.1	39.3	1282	0	0
7	917	107	14534.3	40.0	1282	0	0
7	917	108	15099.1	57.2	1282	0	0
7	917	109	15644.5	37.5	1282	0	0
7	917	110	16188.3	35.9	1282	0	0
7	917	111	16731.3	35.8	1282	0	0
7	917	112	17284.8	44.2	1282	0	0
7	917	113	17834.6	40.8	1282	0	0
