t_since_post_s	southbound	kernel_view
5.738	True	phantom
5.742	True	phantom
5.747	True	phantom
5.752	True	phantom
5.757	True	phantom
5.761	True	phantom
5.766	True	phantom
5.771	True	phantom
5.776	True	phantom
5.782	True	phantom
5.787	True	phantom
5.792	True	phantom
5.797	True	phantom
5.802	True	phantom
5.807	True	phantom
5.812	True	phantom
5.816	True	phantom
5.820	True	phantom
5.825	True	phantom
5.829	True	phantom
5.834	True	phantom
5.838	True	phantom
5.843	True	phantom
5.847	True	phantom
5.852	True	phantom
5.856	True	phantom
5.860	True	phantom
5.866	True	phantom
5.871	True	phantom
5.875	True	phantom
5.879	True	phantom
5.883	True	phantom
5.887	True	phantom
5.890	True	phantom
5.895	True	phantom
5.899	True	phantom
5.903	True	phantom
5.908	True	phantom
5.912	True	phantom
5.916	True	phantom
5.920	True	phantom
5.924	True	phantom
5.928	True	phantom
5.932	True	phantom
5.936	True	phantom
5.940	True	phantom
5.944	True	phantom
5.947	True	phantom
5.951	True	phantom
5.956	True	phantom
5.960	True	phantom
5.964	True	phantom
5.968	True	phantom
5.973	True	phantom
5.978	True	phantom
5.982	True	phantom
5.988	True	phantom
5.992	True	phantom
5.997	True	phantom
6.001	True	phantom
6.006	True	phantom
6.010	True	phantom
6.015	True	phantom
6.019	True	phantom
6.024	True	phantom
6.027	True	phantom
6.032	True	phantom
6.038	True	phantom
6.042	True	phantom
6.046	True	phantom
6.050	True	phantom
6.055	True	phantom
6.059	True	phantom
6.063	True	phantom
6.068	True	phantom
6.073	True	phantom
6.077	True	phantom
6.081	True	phantom
6.086	True	phantom
6.090	True	phantom
6.094	True	phantom
6.098	True	phantom
6.103	True	phantom
6.109	True	phantom
6.114	True	phantom
6.119	True	phantom
6.123	True	phantom
6.127	True	phantom
6.132	True	phantom
6.137	True	phantom
6.141	True	phantom
6.145	True	phantom
6.150	True	phantom
6.154	True	phantom
6.158	True	phantom
6.163	True	phantom
6.167	True	phantom
6.173	True	phantom
6.177	True	phantom
6.182	True	phantom
6.186	True	phantom
6.191	True	phantom
6.196	True	phantom
6.200	True	phantom
6.204	True	phantom
6.209	True	phantom
6.213	True	phantom
6.218	True	phantom
6.222	True	phantom
6.226	True	phantom
6.232	True	phantom
6.236	True	phantom
6.241	True	phantom
6.245	True	phantom
6.250	True	phantom
6.256	True	phantom
6.260	True	phantom
6.264	True	phantom
6.269	True	phantom
6.274	True	phantom
6.278	True	phantom
6.283	True	phantom
6.288	True	phantom
6.293	True	phantom
6.298	True	phantom
6.303	True	phantom
6.309	True	phantom
6.314	True	phantom
6.318	True	phantom
6.322	True	phantom
6.327	True	phantom
6.331	True	phantom
6.336	True	phantom
6.341	True	phantom
6.345	True	phantom
6.350	True	phantom
6.354	True	phantom
6.358	True	phantom
6.363	True	phantom
6.367	True	phantom
6.372	True	phantom
6.376	True	phantom
6.381	True	phantom
6.385	True	phantom
6.390	True	phantom
6.394	True	phantom
6.399	True	phantom
6.403	True	phantom
6.407	True	phantom
6.411	True	phantom
6.415	True	phantom
6.419	True	phantom
6.424	True	phantom
6.428	True	phantom
6.432	True	phantom
6.436	True	phantom
6.440	True	phantom
6.444	True	phantom
6.448	True	phantom
6.452	True	phantom
6.456	True	phantom
6.460	True	phantom
6.464	True	phantom
6.468	True	phantom
6.472	True	phantom
6.476	True	phantom
6.481	True	phantom
6.485	True	phantom
6.489	True	phantom
6.494	True	phantom
6.498	True	phantom
6.502	True	phantom
6.506	True	phantom
6.509	True	phantom
6.513	True	phantom
6.517	True	phantom
6.521	True	phantom
6.526	True	phantom
6.529	True	phantom
6.533	True	phantom
6.538	True	phantom
6.542	True	phantom
6.546	True	phantom
6.551	True	phantom
6.555	True	phantom
6.561	True	phantom
6.567	True	phantom
6.572	True	phantom
6.576	True	phantom
6.580	True	phantom
6.585	True	phantom
6.589	True	phantom
6.593	True	phantom
6.598	True	phantom
6.602	True	phantom
6.606	True	phantom
6.611	True	phantom
6.615	True	phantom
6.619	True	phantom
6.624	True	phantom
6.628	True	phantom
6.632	True	phantom
6.636	True	phantom
6.640	True	phantom
6.644	True	phantom
6.648	True	phantom
6.652	True	phantom
6.657	True	phantom
6.661	True	phantom
6.665	True	phantom
6.669	True	phantom
6.673	True	phantom
6.677	True	phantom
6.681	True	phantom
6.686	True	phantom
6.690	True	phantom
6.694	True	phantom
6.698	True	phantom
6.702	True	phantom
6.706	True	phantom
6.709	True	phantom
6.713	True	phantom
6.717	True	phantom
6.720	True	phantom
6.724	True	phantom
6.728	True	phantom
6.732	True	phantom
6.735	True	phantom
6.739	True	phantom
6.743	True	phantom
6.746	True	phantom
6.751	True	phantom
6.755	True	phantom
6.759	True	phantom
6.763	True	phantom
6.766	True	phantom
6.770	True	phantom
6.774	True	phantom
6.778	True	phantom
6.781	True	phantom
6.786	True	phantom
6.789	True	phantom
6.793	True	phantom
6.796	True	phantom
6.800	True	phantom
6.806	True	phantom
6.810	True	phantom
6.814	True	phantom
6.819	True	phantom
6.824	True	phantom
6.828	True	phantom
6.832	True	phantom
6.836	True	phantom
6.839	True	phantom
6.843	True	phantom
6.846	True	phantom
6.851	True	phantom
6.855	True	phantom
6.859	True	phantom
6.863	True	phantom
6.867	True	phantom
6.870	True	phantom
6.874	True	phantom
6.877	True	phantom
6.880	True	phantom
6.883	True	phantom
6.887	True	phantom
6.890	True	phantom
6.894	True	phantom
6.897	True	phantom
6.901	True	phantom
6.905	True	phantom
6.909	True	phantom
6.912	True	phantom
6.915	True	phantom
6.919	True	phantom
6.922	True	phantom
6.925	True	phantom
6.928	True	phantom
6.932	True	phantom
6.935	True	phantom
6.939	True	phantom
6.942	True	phantom
6.945	True	phantom
6.948	True	phantom
6.951	True	phantom
6.955	True	phantom
6.958	True	phantom
6.962	True	phantom
6.965	True	phantom
6.969	True	phantom
6.973	True	phantom
6.976	True	phantom
6.978	True	phantom
6.980	True	phantom
6.984	True	phantom
6.988	True	phantom
6.991	True	phantom
6.994	True	phantom
6.998	True	phantom
7.001	True	phantom
7.004	True	phantom
7.007	True	phantom
7.010	True	phantom
7.013	True	phantom
7.016	True	phantom
7.019	True	phantom
7.022	True	phantom
7.025	True	phantom
7.028	True	phantom
7.031	True	phantom
7.035	True	phantom
7.038	True	phantom
7.041	True	phantom
7.044	True	phantom
7.046	True	phantom
7.049	True	phantom
7.051	True	phantom
7.054	True	phantom
7.056	True	phantom
7.058	True	phantom
7.060	True	phantom
7.063	True	phantom
7.065	True	phantom
7.068	True	phantom
7.070	True	phantom
7.072	True	phantom
7.074	True	phantom
7.077	True	phantom
7.079	True	phantom
7.081	True	phantom
7.083	True	phantom
7.086	True	phantom
7.088	True	phantom
7.090	True	phantom
7.093	True	phantom
7.095	True	phantom
7.097	True	phantom
7.100	True	phantom
7.102	True	phantom
7.106	True	phantom
7.109	True	phantom
7.111	True	phantom
7.113	True	phantom
7.117	True	phantom
7.120	True	phantom
7.122	True	phantom
7.124	True	phantom
7.127	True	phantom
7.129	True	phantom
7.131	True	phantom
7.134	True	phantom
7.136	True	phantom
7.139	True	phantom
7.141	True	phantom
7.143	True	phantom
7.145	True	phantom
7.148	True	phantom
7.150	True	phantom
7.152	True	phantom
7.155	True	phantom
7.157	True	phantom
7.161	True	phantom
7.165	True	phantom
7.169	True	phantom
7.173	True	phantom
7.178	True	phantom
7.181	True	phantom
7.185	True	phantom
7.191	True	phantom
7.198	True	phantom
7.206	True	phantom
7.212	True	phantom
7.217	True	phantom
7.221	True	phantom
7.225	True	phantom
7.229	True	phantom
7.233	True	phantom
7.238	True	phantom
7.242	True	phantom
7.246	True	phantom
7.250	True	phantom
7.254	True	phantom
7.257	True	phantom
7.261	True	phantom
7.264	True	phantom
7.268	True	phantom
7.271	True	phantom
7.275	True	phantom
7.278	True	phantom
7.281	True	phantom
7.284	True	phantom
7.288	True	phantom
7.292	True	phantom
7.296	True	phantom
7.300	True	phantom
7.304	True	phantom
7.307	True	phantom
7.311	True	phantom
7.315	True	phantom
7.319	True	phantom
7.323	True	phantom
7.327	True	phantom
7.331	True	phantom
7.335	True	phantom
7.339	True	phantom
7.343	True	phantom
7.347	True	phantom
7.352	True	phantom
7.356	True	phantom
7.360	True	phantom
7.364	True	phantom
7.369	True	phantom
7.373	True	phantom
7.377	True	phantom
7.381	True	phantom
7.384	True	phantom
7.388	True	phantom
7.391	True	phantom
7.394	True	phantom
7.398	True	phantom
7.402	True	phantom
7.405	True	phantom
7.408	True	phantom
7.411	True	phantom
7.414	True	phantom
7.419	True	phantom
7.423	True	phantom
7.426	True	phantom
7.430	True	phantom
7.434	True	phantom
7.437	True	phantom
7.441	True	phantom
7.444	True	phantom
7.448	True	phantom
7.452	True	phantom
7.455	True	phantom
7.458	True	phantom
7.461	True	phantom
7.464	True	phantom
7.468	True	phantom
7.471	True	phantom
7.474	True	phantom
7.478	True	phantom
7.481	True	phantom
7.485	True	phantom
7.489	True	phantom
7.492	True	phantom
7.496	True	phantom
7.499	True	phantom
7.501	True	phantom
7.504	True	phantom
7.506	True	phantom
7.508	True	phantom
7.510	True	phantom
7.512	True	phantom
7.515	True	phantom
7.517	True	phantom
7.519	True	phantom
7.522	True	phantom
7.524	True	phantom
7.527	True	phantom
7.529	True	phantom
7.531	True	phantom
7.534	True	phantom
7.536	True	phantom
7.538	True	phantom
7.541	True	phantom
7.543	True	phantom
7.545	True	phantom
7.547	True	phantom
7.550	True	phantom
7.552	True	phantom
7.555	True	phantom
7.558	True	phantom
7.560	True	phantom
7.563	True	phantom
7.565	True	phantom
7.568	True	phantom
7.570	True	phantom
7.573	True	phantom
7.575	True	phantom
7.577	True	phantom
7.580	True	phantom
7.583	True	phantom
7.585	True	phantom
7.588	True	phantom
7.590	True	phantom
7.593	True	phantom
7.596	True	phantom
7.599	True	phantom
7.601	True	phantom
7.604	True	phantom
7.606	True	phantom
7.608	True	phantom
7.611	True	phantom
7.613	True	phantom
7.615	True	phantom
7.618	True	phantom
7.620	True	phantom
7.622	True	phantom
7.625	True	phantom
7.627	True	phantom
7.630	True	phantom
7.633	True	phantom
7.636	True	phantom
7.639	True	phantom
7.641	True	phantom
7.643	True	phantom
7.645	True	phantom
7.648	True	phantom
7.650	True	phantom
7.652	True	phantom
7.655	True	phantom
7.657	True	phantom
7.660	True	phantom
7.663	True	phantom
7.665	True	phantom
7.668	True	phantom
7.670	True	phantom
7.672	True	phantom
7.675	True	phantom
7.677	True	phantom
7.679	True	phantom
7.681	True	phantom
7.684	True	phantom
7.686	True	phantom
7.689	True	phantom
7.691	True	phantom
7.694	True	phantom
7.696	True	phantom
7.698	True	phantom
7.701	True	phantom
7.703	True	phantom
7.705	True	phantom
7.707	True	phantom
7.710	True	phantom
7.712	True	phantom
7.714	True	phantom
7.716	True	phantom
7.719	True	phantom
7.723	True	phantom
7.727	True	phantom
7.730	True	phantom
7.733	True	phantom
7.737	True	phantom
7.741	True	phantom
7.744	True	phantom
7.747	True	phantom
7.751	True	phantom
7.755	True	phantom
7.758	True	phantom
7.762	True	phantom
7.765	True	phantom
7.769	True	phantom
7.773	True	phantom
7.776	True	phantom
7.779	True	phantom
7.782	True	phantom
7.786	True	phantom
7.790	True	phantom
7.793	True	phantom
7.796	True	phantom
7.799	True	phantom
7.802	True	phantom
7.807	True	phantom
7.810	True	phantom
7.813	True	phantom
7.816	True	phantom
7.819	True	phantom
7.822	True	phantom
7.824	True	phantom
7.826	True	phantom
7.828	True	phantom
7.831	True	phantom
7.833	True	phantom
7.836	True	phantom
7.838	True	phantom
7.840	True	phantom
7.842	True	phantom
7.844	True	phantom
7.847	True	phantom
7.849	True	phantom
7.851	True	phantom
7.854	True	phantom
7.856	True	phantom
7.858	True	phantom
7.860	True	phantom
7.862	True	phantom
7.865	True	phantom
7.868	True	phantom
7.870	True	phantom
7.873	True	phantom
7.875	True	phantom
7.877	True	phantom
7.880	True	phantom
7.882	True	phantom
7.884	True	phantom
7.887	True	phantom
7.890	True	phantom
7.893	True	phantom
7.896	True	phantom
7.899	True	phantom
7.902	True	phantom
7.904	True	phantom
7.906	True	phantom
7.909	True	phantom
7.911	True	phantom
7.914	True	phantom
7.917	True	phantom
7.919	True	phantom
7.921	True	phantom
7.924	True	phantom
7.926	True	phantom
7.928	True	phantom
7.931	True	phantom
7.933	True	phantom
7.935	True	phantom
7.938	True	phantom
7.940	True	phantom
7.942	True	phantom
7.945	True	phantom
7.947	True	phantom
7.949	True	phantom
7.952	True	phantom
7.954	True	phantom
7.957	True	phantom
7.960	True	phantom
7.964	True	phantom
7.968	True	phantom
7.971	True	phantom
7.973	True	phantom
7.976	True	phantom
7.980	True	phantom
7.983	True	phantom
7.986	True	phantom
7.989	True	phantom
7.992	True	phantom
7.994	True	phantom
7.998	True	phantom
8.001	True	phantom
8.004	True	phantom
8.007	True	phantom
8.009	True	phantom
8.012	True	phantom
8.015	True	phantom
8.019	True	phantom
8.022	True	phantom
8.024	True	phantom
8.027	True	phantom
8.030	True	phantom
8.033	True	phantom
8.036	True	phantom
8.039	True	phantom
8.042	True	phantom
8.044	True	phantom
8.047	True	phantom
8.051	True	phantom
8.054	True	phantom
8.057	True	phantom
8.060	True	phantom
8.062	True	phantom
8.065	True	phantom
8.069	True	phantom
8.072	True	phantom
8.075	True	phantom
8.078	True	phantom
8.081	True	phantom
8.085	True	phantom
8.088	True	phantom
8.091	True	phantom
8.094	True	phantom
8.097	True	phantom
8.099	True	phantom
8.102	True	phantom
8.104	True	phantom
8.109	True	phantom
8.112	True	phantom
8.115	True	phantom
8.118	True	phantom
8.121	True	phantom
8.124	True	phantom
8.127	True	phantom
8.130	True	phantom
8.133	True	phantom
8.137	True	phantom
8.140	True	phantom
8.143	True	phantom
8.146	True	phantom
8.149	True	phantom
8.152	True	phantom
8.155	True	phantom
8.158	True	phantom
8.161	True	phantom
8.164	True	phantom
8.167	True	phantom
8.170	True	phantom
8.172	True	phantom
8.175	True	phantom
8.177	True	phantom
8.179	True	phantom
8.181	True	phantom
8.184	True	phantom
8.186	True	phantom
8.189	True	phantom
8.191	True	phantom
8.193	True	phantom
8.196	True	phantom
8.198	True	phantom
8.202	True	phantom
8.205	True	phantom
8.208	True	phantom
8.211	True	phantom
8.215	True	phantom
8.218	True	phantom
8.222	True	phantom
8.224	True	phantom
8.227	True	phantom
8.230	True	phantom
8.233	True	phantom
8.236	True	phantom
8.239	True	phantom
8.243	True	phantom
8.245	True	phantom
8.248	True	phantom
8.252	True	phantom
8.255	True	phantom
8.258	True	phantom
8.261	True	phantom
8.264	True	phantom
8.267	True	phantom
8.270	True	phantom
8.273	True	phantom
8.276	True	phantom
8.279	True	phantom
8.282	True	phantom
8.286	True	phantom
8.289	True	phantom
8.292	True	phantom
8.295	True	phantom
8.298	True	phantom
8.301	True	phantom
8.304	True	phantom
8.307	True	phantom
8.310	True	phantom
8.314	True	phantom
8.317	True	phantom
8.320	True	phantom
8.323	True	phantom
8.326	True	phantom
8.329	True	phantom
8.332	True	phantom
8.336	True	phantom
8.339	True	phantom
8.342	True	phantom
8.345	True	phantom
8.348	True	phantom
8.351	True	phantom
8.354	True	phantom
8.357	True	phantom
8.360	True	phantom
8.362	True	phantom
8.365	True	phantom
8.369	True	phantom
8.371	True	phantom
8.374	True	phantom
8.377	True	phantom
8.379	True	phantom
8.382	True	phantom
8.385	True	phantom
8.388	True	phantom
8.391	True	phantom
8.394	True	phantom
8.396	True	phantom
8.398	True	phantom
8.401	True	phantom
8.403	True	phantom
8.406	True	phantom
8.408	True	phantom
8.410	True	phantom
8.412	True	phantom
8.415	True	phantom
8.417	True	phantom
8.420	True	phantom
8.422	True	phantom
8.424	True	phantom
8.427	True	phantom
8.429	True	phantom
8.431	True	phantom
8.434	True	phantom
8.436	True	phantom
8.439	True	phantom
8.441	True	phantom
8.444	True	phantom
8.446	True	phantom
8.449	True	phantom
8.451	True	phantom
8.454	True	phantom
8.456	True	phantom
8.458	True	phantom
8.461	True	phantom
8.463	True	phantom
8.466	True	phantom
8.469	True	phantom
8.471	True	phantom
8.473	True	phantom
8.476	True	phantom
8.478	True	phantom
8.480	True	phantom
8.483	True	phantom
8.486	True	phantom
8.488	True	phantom
8.491	True	phantom
8.493	True	phantom
8.496	True	phantom
8.498	True	phantom
8.500	True	phantom
8.503	True	phantom
8.505	True	phantom
8.508	True	phantom
8.510	True	phantom
8.513	True	phantom
8.515	True	phantom
8.517	True	phantom
8.520	True	phantom
8.522	True	phantom
8.525	True	phantom
8.527	True	phantom
8.530	True	phantom
8.532	True	phantom
8.535	True	phantom
8.537	True	phantom
8.539	True	phantom
8.542	True	phantom
8.544	True	phantom
8.547	True	phantom
8.549	True	phantom
8.552	True	phantom
8.554	True	phantom
8.557	True	phantom
8.559	True	phantom
8.562	True	phantom
8.564	True	phantom
8.566	True	phantom
8.569	True	phantom
8.571	True	phantom
8.574	True	phantom
8.577	True	phantom
8.580	True	phantom
8.583	True	phantom
8.586	True	phantom
8.589	True	phantom
8.591	True	phantom
8.594	True	phantom
8.597	True	phantom
8.601	True	phantom
8.604	True	phantom
8.607	True	phantom
8.610	True	phantom
8.613	True	phantom
8.617	True	phantom
8.620	True	phantom
8.624	True	phantom
8.626	True	phantom
8.629	True	phantom
8.632	True	phantom
8.636	True	phantom
8.639	True	phantom
8.642	True	phantom
8.645	True	phantom
8.648	True	phantom
8.651	True	phantom
8.654	True	phantom
8.657	True	phantom
8.661	True	phantom
8.666	True	phantom
8.670	True	phantom
8.673	True	phantom
8.676	True	phantom
8.679	True	phantom
8.683	True	phantom
8.686	True	phantom
8.689	True	phantom
8.692	True	phantom
8.695	True	phantom
8.698	True	phantom
8.701	True	phantom
8.704	True	phantom
8.706	True	phantom
8.708	True	phantom
8.711	True	phantom
8.713	True	phantom
8.716	True	phantom
8.718	True	phantom
8.721	True	phantom
8.723	True	phantom
8.726	True	phantom
8.729	True	phantom
8.732	True	phantom
8.735	True	phantom
8.738	True	phantom
8.741	True	phantom
8.744	True	phantom
8.747	True	phantom
8.750	True	phantom
8.754	True	phantom
8.757	True	phantom
8.760	True	phantom
8.762	True	phantom
8.765	True	phantom
8.768	True	phantom
8.771	True	phantom
8.773	True	phantom
8.776	True	phantom
8.778	True	phantom
8.781	True	phantom
8.785	True	phantom
8.788	True	phantom
8.791	True	phantom
8.793	True	phantom
8.796	True	phantom
8.798	True	phantom
8.801	True	phantom
8.804	True	phantom
8.807	True	phantom
8.810	True	phantom
8.813	True	phantom
8.818	True	phantom
8.822	True	phantom
8.825	True	phantom
8.828	True	phantom
8.831	True	phantom
8.835	True	phantom
8.838	True	phantom
8.842	True	phantom
8.846	True	phantom
8.849	True	phantom
8.853	True	phantom
8.856	True	phantom
8.860	True	phantom
8.863	True	phantom
8.866	True	phantom
8.869	True	phantom
8.872	True	phantom
8.874	True	phantom
8.877	True	phantom
8.879	True	phantom
8.881	True	phantom
8.884	True	phantom
8.887	True	phantom
8.890	True	phantom
8.893	True	phantom
8.896	True	phantom
8.899	True	phantom
8.902	True	phantom
8.905	True	phantom
8.908	True	phantom
8.911	True	phantom
8.915	True	phantom
8.919	True	phantom
8.922	True	phantom
8.925	True	phantom
8.928	True	phantom
8.931	True	phantom
8.935	True	phantom
8.938	True	phantom
8.941	True	phantom
8.944	True	phantom
8.947	True	phantom
8.951	True	phantom
8.954	True	phantom
8.957	True	phantom
8.960	True	phantom
8.963	True	phantom
8.967	True	phantom
8.971	True	phantom
8.974	True	phantom
8.977	True	phantom
8.980	True	phantom
8.984	True	phantom
8.987	True	phantom
8.990	True	phantom
8.993	True	phantom
8.996	True	phantom
8.999	True	phantom
9.002	True	phantom
9.005	True	phantom
9.008	True	phantom
9.011	True	phantom
9.014	True	phantom
9.018	True	phantom
9.021	True	phantom
9.024	True	phantom
9.027	True	phantom
9.031	True	phantom
9.035	True	phantom
9.038	True	phantom
9.041	True	phantom
9.044	True	phantom
9.048	True	phantom
9.051	True	phantom
9.054	True	phantom
9.057	True	phantom
9.060	True	phantom
9.064	True	phantom
9.067	True	phantom
9.071	True	phantom
9.076	True	phantom
9.079	True	phantom
9.082	True	phantom
9.085	True	phantom
9.088	True	phantom
9.091	True	phantom
9.094	True	phantom
9.097	True	phantom
9.100	True	phantom
9.103	True	phantom
9.106	True	phantom
9.111	True	phantom
9.113	True	phantom
9.116	True	phantom
9.119	True	phantom
9.121	True	phantom
9.124	True	phantom
9.126	True	phantom
9.129	True	phantom
9.131	True	phantom
9.134	True	phantom
9.137	True	phantom
9.139	True	phantom
9.142	True	phantom
9.144	True	phantom
9.147	True	phantom
9.149	True	phantom
9.152	True	phantom
9.154	True	phantom
9.166	True	phantom
9.170	True	phantom
9.174	True	phantom
9.177	True	phantom
9.180	True	phantom
9.183	True	phantom
9.187	True	phantom
9.190	True	phantom
9.193	True	phantom
9.196	True	phantom
9.199	True	phantom
9.202	True	phantom
9.205	True	phantom
9.208	True	phantom
9.211	True	phantom
9.214	True	phantom
9.217	True	phantom
9.221	True	phantom
9.224	True	phantom
9.227	True	phantom
9.230	True	phantom
9.233	True	phantom
9.236	True	phantom
9.239	True	phantom
9.242	True	phantom
9.245	True	phantom
9.248	True	phantom
9.252	True	phantom
9.255	True	phantom
9.257	True	phantom
9.261	True	phantom
9.264	True	phantom
9.267	True	phantom
9.272	True	phantom
9.275	True	phantom
9.278	True	phantom
9.281	True	phantom
9.285	True	phantom
9.288	True	phantom
9.291	True	phantom
9.294	True	phantom
9.297	True	phantom
9.300	True	phantom
9.303	True	phantom
9.306	True	phantom
9.309	True	phantom
9.312	True	phantom
9.316	True	phantom
9.322	True	phantom
9.327	True	phantom
9.331	True	phantom
9.335	True	phantom
9.338	True	phantom
9.342	True	phantom
9.345	True	phantom
9.348	True	phantom
9.351	True	phantom
9.354	True	phantom
9.357	True	phantom
9.361	True	phantom
9.364	True	phantom
9.367	True	phantom
9.371	True	phantom
9.374	True	phantom
9.377	True	phantom
9.380	True	phantom
9.384	True	phantom
9.388	True	phantom
9.391	True	phantom
9.393	True	phantom
9.397	True	phantom
9.400	True	phantom
9.403	True	phantom
9.406	True	phantom
9.409	True	phantom
9.412	True	phantom
9.415	True	phantom
9.418	True	phantom
9.421	True	phantom
9.424	True	phantom
9.427	True	phantom
9.430	True	phantom
9.433	True	phantom
9.436	True	phantom
9.439	True	phantom
9.442	True	phantom
9.445	True	phantom
9.449	True	phantom
9.452	True	phantom
9.455	True	phantom
9.459	True	phantom
9.462	True	phantom
9.465	True	phantom
9.469	True	phantom
9.471	True	phantom
9.474	True	phantom
9.476	True	phantom
9.479	True	phantom
9.481	True	phantom
9.485	True	phantom
9.488	True	phantom
9.491	True	phantom
9.494	True	phantom
9.496	True	phantom
9.499	True	phantom
9.503	True	phantom
9.506	True	phantom
9.511	True	phantom
9.515	True	phantom
9.519	True	phantom
9.522	True	phantom
9.525	True	phantom
9.528	True	phantom
9.532	True	phantom
9.535	True	phantom
9.538	True	phantom
9.541	True	phantom
9.544	True	phantom
9.546	True	phantom
9.549	True	phantom
9.551	True	phantom
9.554	True	phantom
9.556	True	phantom
9.560	True	phantom
9.564	True	phantom
9.568	True	phantom
9.571	True	phantom
9.574	True	phantom
9.577	True	phantom
9.580	True	phantom
9.584	True	phantom
9.587	True	phantom
9.591	True	phantom
9.594	True	phantom
9.598	True	phantom
9.602	True	phantom
9.605	True	phantom
9.608	True	phantom
9.610	True	phantom
9.613	True	phantom
9.616	True	phantom
9.619	True	phantom
9.621	True	phantom
9.624	True	phantom
9.627	True	phantom
9.629	True	phantom
9.632	True	phantom
9.635	True	phantom
9.638	True	phantom
9.640	True	phantom
9.642	True	phantom
9.645	True	phantom
9.647	True	phantom
9.650	True	phantom
9.653	True	phantom
9.655	True	phantom
9.657	True	phantom
9.660	True	phantom
9.664	True	phantom
9.667	True	phantom
9.671	True	phantom
9.674	True	phantom
9.677	True	phantom
9.680	True	phantom
9.683	True	phantom
9.686	True	phantom
9.689	True	phantom
9.692	True	phantom
9.695	True	phantom
9.698	True	phantom
9.702	True	phantom
9.705	True	phantom
9.708	True	phantom
9.711	True	phantom
9.715	True	phantom
9.719	True	phantom
9.722	True	phantom
9.725	True	phantom
9.728	True	phantom
9.731	True	phantom
9.734	True	phantom
9.738	True	phantom
9.741	True	phantom
9.744	True	phantom
9.747	True	phantom
9.752	True	phantom
9.755	True	phantom
9.759	True	phantom
9.761	True	phantom
9.765	True	phantom
9.769	True	phantom
9.772	True	phantom
9.775	True	phantom
9.778	True	phantom
9.781	True	phantom
9.786	True	phantom
9.790	True	phantom
9.794	True	phantom
9.797	True	phantom
9.801	True	phantom
9.805	True	phantom
9.809	True	phantom
9.813	True	phantom
9.818	True	phantom
9.823	True	phantom
9.826	True	phantom
9.830	True	phantom
9.835	True	phantom
9.839	True	phantom
9.843	True	phantom
9.846	True	phantom
9.850	True	phantom
9.853	True	phantom
9.856	True	phantom
9.859	True	phantom
9.862	True	phantom
9.865	True	phantom
9.868	True	phantom
9.871	True	phantom
9.874	True	phantom
9.877	True	phantom
9.880	True	phantom
9.883	True	phantom
9.886	True	phantom
9.889	True	phantom
9.892	True	phantom
9.895	True	phantom
9.898	True	phantom
9.902	True	phantom
9.905	True	phantom
9.908	True	phantom
9.911	True	phantom
9.914	True	phantom
9.918	True	phantom
9.921	True	phantom
9.924	True	phantom
9.927	True	phantom
9.930	True	phantom
9.933	True	phantom
9.937	True	phantom
9.940	True	phantom
9.944	True	phantom
9.947	True	phantom
9.951	True	phantom
9.955	True	phantom
9.958	True	phantom
9.963	True	phantom
9.968	True	phantom
9.971	True	phantom
9.975	True	phantom
9.978	True	phantom
9.983	True	phantom
9.987	True	phantom
9.990	True	phantom
9.994	True	phantom
9.998	True	phantom
10.002	True	phantom
10.005	True	phantom
10.008	True	phantom
10.012	True	phantom
10.016	True	phantom
10.019	True	phantom
10.022	True	phantom
10.025	True	phantom
10.029	True	phantom
10.032	True	phantom
10.036	True	real
