rate_mbit offered_mbit delivered_mbit loss_pct jitter_ms
100	99.98	99.98	0.000	0.013
200	199.97	199.97	0.000	0.014
400	399.94	399.35	0.146	0.012
800	799.79	796.20	0.448	0.011
1600	969.02	963.11	0.601	0.008
