-----------------------------------------------------------
Server listening on 5201 (test #1)
-----------------------------------------------------------
Accepted connection from 10.0.0.19, port 52744
[  8] local 10.0.0.51 port 5201 connected to 10.0.0.19 port 50167
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[  8] 251.00-252.00 sec  88.9 KBytes   728 Kbits/sec  8.147 ms  387/452 (86%)  
[  8] 252.00-253.00 sec  87.5 KBytes   717 Kbits/sec  7.404 ms  331/395 (84%)  
[  8] 253.00-254.00 sec  95.7 KBytes   784 Kbits/sec  9.703 ms  419/489 (86%)  
[  8] 254.00-255.00 sec  93.0 KBytes   762 Kbits/sec  8.144 ms  267/335 (80%)  
[  8] 255.00-256.00 sec  95.7 KBytes   784 Kbits/sec  11.266 ms  349/419 (83%)  
[  8] 256.00-257.00 sec  90.2 KBytes   739 Kbits/sec  11.059 ms  435/501 (87%)  
[  8] 257.00-258.00 sec   101 KBytes   829 Kbits/sec  10.057 ms  369/443 (83%)  
[  8] 258.00-259.00 sec   116 KBytes   952 Kbits/sec  8.787 ms  349/434 (80%)  
[  8] 259.00-260.00 sec   123 KBytes  1.01 Mbits/sec  11.390 ms  276/366 (75%)  
[  8] 260.00-261.00 sec   108 KBytes   885 Kbits/sec  7.663 ms  346/425 (81%)  
[  8] 261.00-262.00 sec  95.7 KBytes   784 Kbits/sec  8.136 ms  426/496 (86%)  
[  8] 262.00-263.00 sec   135 KBytes  1.11 Mbits/sec  11.211 ms  479/578 (83%)  
[  8] 263.00-264.00 sec   230 KBytes  1.88 Mbits/sec  5.738 ms  321/489 (66%)  
[  8] 264.00-265.00 sec   206 KBytes  1.69 Mbits/sec  7.401 ms  239/390 (61%)  
[  8] 265.00-266.00 sec   208 KBytes  1.71 Mbits/sec  6.838 ms  281/433 (65%)  
[  8] 266.00-267.00 sec   208 KBytes  1.70 Mbits/sec  5.381 ms  287/439 (65%)  
[  8] 267.00-268.00 sec   211 KBytes  1.73 Mbits/sec  8.617 ms  293/447 (66%)  
[  8] 268.00-269.00 sec   172 KBytes  1.41 Mbits/sec  11.070 ms  287/413 (69%)  
[  8] 269.00-270.00 sec   168 KBytes  1.38 Mbits/sec  7.707 ms  379/502 (75%)  
[  8] 270.00-271.00 sec   221 KBytes  1.81 Mbits/sec  7.484 ms  302/464 (65%)  
[  8] 271.00-272.00 sec   180 KBytes  1.48 Mbits/sec  9.497 ms  322/454 (71%)  
[  8] 272.00-273.00 sec   228 KBytes  1.87 Mbits/sec  4.249 ms  236/403 (59%)  
[  8] 273.00-274.00 sec   113 KBytes   932 Kbits/sec  8.038 ms  229/312 (73%)  
[  8] 274.00-275.00 sec  84.8 KBytes   694 Kbits/sec  13.118 ms  395/457 (86%)  
[  8] 275.00-276.00 sec  94.3 KBytes   773 Kbits/sec  11.430 ms  336/405 (83%)  
[  8] 276.00-277.00 sec  91.6 KBytes   748 Kbits/sec  8.516 ms  401/468 (86%)  
[  8] 277.00-278.00 sec  95.7 KBytes   786 Kbits/sec  8.616 ms  349/419 (83%)  
[  8] 278.00-279.00 sec  76.6 KBytes   628 Kbits/sec  11.917 ms  373/429 (87%)  
[  8] 279.00-280.00 sec  93.0 KBytes   762 Kbits/sec  8.798 ms  384/452 (85%)  
[  8] 280.00-281.00 sec  84.8 KBytes   694 Kbits/sec  11.050 ms  369/431 (86%)  
[  8] 281.00-282.01 sec  79.3 KBytes   645 Kbits/sec  9.818 ms  476/534 (89%)  
[  8] 282.01-283.00 sec  80.7 KBytes   665 Kbits/sec  11.936 ms  449/508 (88%)  
[  8] 283.00-284.00 sec   258 KBytes  2.12 Mbits/sec  4.992 ms  323/512 (63%)  
[  8] 284.00-285.00 sec   269 KBytes  2.21 Mbits/sec  5.379 ms  217/414 (52%)  
[  8] 285.00-286.00 sec   150 KBytes  1.23 Mbits/sec  8.225 ms  329/439 (75%)  
[  8] 286.00-287.00 sec  76.6 KBytes   629 Kbits/sec  10.560 ms  147/203 (72%)  
[  8] 287.00-288.00 sec  65.6 KBytes   538 Kbits/sec  8.654 ms  406/454 (89%)  
[  8] 288.00-289.00 sec  94.3 KBytes   773 Kbits/sec  6.899 ms  465/534 (87%)  
[  8] 289.00-290.00 sec  79.3 KBytes   650 Kbits/sec  7.898 ms  438/496 (88%)  
[  8] 290.00-291.00 sec  90.2 KBytes   739 Kbits/sec  12.956 ms  321/387 (83%)  
[  8] 291.00-292.00 sec  76.6 KBytes   628 Kbits/sec  9.515 ms  355/411 (86%)  
[  8] 292.00-293.00 sec  86.1 KBytes   706 Kbits/sec  15.717 ms  534/597 (89%)  
[  8] 293.00-294.00 sec  86.1 KBytes   706 Kbits/sec  7.530 ms  365/428 (85%)  
[  8] 294.00-295.00 sec  83.4 KBytes   683 Kbits/sec  18.079 ms  564/625 (90%)  
[  8] 295.00-296.00 sec   109 KBytes   896 Kbits/sec  11.037 ms  426/506 (84%)  
[  8] 296.00-297.00 sec   253 KBytes  2.07 Mbits/sec  8.956 ms  302/487 (62%)  
[  8] 297.00-298.00 sec   237 KBytes  1.93 Mbits/sec  8.250 ms  194/367 (53%)  
[  8] 298.00-299.00 sec   174 KBytes  1.43 Mbits/sec  5.450 ms  183/310 (59%)  
[  8] 299.00-300.00 sec   174 KBytes  1.43 Mbits/sec  8.318 ms  286/413 (69%)  
[  8] 300.00-301.00 sec   208 KBytes  1.70 Mbits/sec  7.290 ms  340/492 (69%)  
[  8] 301.00-302.00 sec   275 KBytes  2.25 Mbits/sec  6.908 ms  264/465 (57%)  
[  8] 302.00-303.00 sec   209 KBytes  1.72 Mbits/sec  5.818 ms  282/435 (65%)  
[  8] 303.00-304.00 sec   365 KBytes  2.99 Mbits/sec  5.978 ms  252/519 (49%)  
[  8] 304.00-305.00 sec   287 KBytes  2.35 Mbits/sec  7.657 ms  231/441 (52%)  
[  8] 305.00-306.00 sec   193 KBytes  1.58 Mbits/sec  9.122 ms  276/417 (66%)  
[  8] 306.00-307.00 sec   238 KBytes  1.95 Mbits/sec  5.915 ms  403/577 (70%)  
[  8] 307.00-308.00 sec   157 KBytes  1.29 Mbits/sec  7.411 ms  287/402 (71%)  
[  8] 308.00-309.00 sec   165 KBytes  1.36 Mbits/sec  7.432 ms  371/492 (75%)  
[  8] 309.00-310.00 sec   200 KBytes  1.64 Mbits/sec  6.871 ms  289/435 (66%)  
[  8] 310.00-311.00 sec   137 KBytes  1.12 Mbits/sec  8.241 ms  213/313 (68%)  
[  8] 311.00-312.00 sec   249 KBytes  2.04 Mbits/sec  7.190 ms  330/512 (64%)  
[  8] 312.00-313.00 sec   224 KBytes  1.84 Mbits/sec  6.624 ms  322/486 (66%)  
[  8] 313.00-314.00 sec   310 KBytes  2.54 Mbits/sec  4.598 ms  239/466 (51%)  
[  8] 314.00-315.00 sec   377 KBytes  3.09 Mbits/sec  3.902 ms  155/431 (36%)  
[  8] 315.00-316.00 sec   438 KBytes  3.59 Mbits/sec  6.431 ms  96/416 (23%)  
[  8] 316.00-317.00 sec   238 KBytes  1.94 Mbits/sec  5.227 ms  321/495 (65%)  
[  8] 317.00-318.00 sec   138 KBytes  1.13 Mbits/sec  4.893 ms  310/411 (75%)  
[  8] 318.00-319.00 sec   174 KBytes  1.42 Mbits/sec  6.565 ms  302/429 (70%)  
[  8] 319.00-320.00 sec   220 KBytes  1.80 Mbits/sec  3.252 ms  312/473 (66%)  
[  8] 320.00-321.00 sec   193 KBytes  1.58 Mbits/sec  5.881 ms  285/426 (67%)  
[  8] 321.00-322.00 sec   204 KBytes  1.67 Mbits/sec  5.647 ms  308/457 (67%)  
[  8] 322.00-323.00 sec   182 KBytes  1.49 Mbits/sec  7.635 ms  291/424 (69%)  
[  8] 323.00-324.00 sec   209 KBytes  1.71 Mbits/sec  7.243 ms  277/430 (64%)  
[  8] 324.00-325.00 sec   241 KBytes  1.97 Mbits/sec  3.638 ms  289/465 (62%)  
[  8] 325.00-326.00 sec   302 KBytes  2.48 Mbits/sec  5.043 ms  184/405 (45%)  
[  8] 326.00-327.00 sec   261 KBytes  2.14 Mbits/sec  3.992 ms  232/423 (55%)  
[  8] 327.00-328.00 sec   246 KBytes  2.02 Mbits/sec  3.452 ms  271/451 (60%)  
[  8] 328.00-329.00 sec   237 KBytes  1.94 Mbits/sec  5.246 ms  256/429 (60%)  
[  8] 329.00-330.00 sec   298 KBytes  2.44 Mbits/sec  5.034 ms  229/447 (51%)  
[  8] 330.00-331.01 sec   291 KBytes  2.37 Mbits/sec  4.577 ms  286/499 (57%)  
[  8] 331.01-332.00 sec   216 KBytes  1.78 Mbits/sec  4.991 ms  131/289 (45%)  
[  8] 332.00-333.00 sec   316 KBytes  2.59 Mbits/sec  6.248 ms  430/661 (65%)  
[  8] 333.00-334.00 sec   264 KBytes  2.16 Mbits/sec  5.720 ms  69/262 (26%)  
[  8] 334.00-335.02 sec   178 KBytes  1.43 Mbits/sec  8.498 ms  275/405 (68%)  
[  8] 335.02-336.00 sec   150 KBytes  1.25 Mbits/sec  8.794 ms  397/507 (78%)  
[  8] 336.00-337.00 sec  76.6 KBytes   627 Kbits/sec  8.560 ms  303/359 (84%)  
[  8] 337.00-338.00 sec  61.5 KBytes   504 Kbits/sec  7.919 ms  427/472 (90%)  
[  8] 338.00-339.00 sec  73.8 KBytes   605 Kbits/sec  6.376 ms  373/427 (87%)  
[  8] 339.00-340.00 sec   257 KBytes  2.10 Mbits/sec  5.402 ms  588/776 (76%)  
[  8] 340.00-340.97 sec   597 KBytes  5.06 Mbits/sec  0.259 ms  4/441 (0.91%)  
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Jitter    Lost/Total Datagrams
[SUM]  0.0-341.0 sec  55 datagrams received out-of-order
[  8]   0.00-340.97 sec  62.4 MBytes  1.53 Mbits/sec  0.259 ms  105056/151786 (69%)  receiver
