ts	iface	rx_bytes	tx_bytes
1787840691.294307222	s10-eth1	90195	96007
1787840691.294307222	s10-eth2	92834	96132
1787840691.294307222	s10-eth3	92834	95909
1787840691.294307222	s10-eth4	92834	96007
1787840691.294307222	s1-eth1	3950306	12030645774
1787840691.294307222	s1-eth10	4476	8471
1787840691.294307222	s1-eth11	1828247211	17119
1787840691.294307222	s1-eth12	218879801	9184
1787840691.294307222	s1-eth13	3332	8155
1787840691.294307222	s1-eth14	218879928	8717
1787840691.294307222	s1-eth15	719708437	14691
1787840691.294307222	s1-eth16	218879533	8771
1787840691.294307222	s1-eth17	4454	7917
1787840691.294307222	s1-eth18	218878492	8757
1787840691.294307222	s1-eth19	4466334683	16430
1787840691.294307222	s1-eth2	92834	740792103
1787840691.294307222	s1-eth20	218876104	8848
1787840691.294307222	s1-eth21	218879366	8635
1787840691.294307222	s1-eth22	3426	7789
1787840691.294307222	s1-eth23	894807531	14382
1787840691.294307222	s1-eth24	218879421	8652
1787840691.294307222	s1-eth25	3722	8065
1787840691.294307222	s1-eth26	218879405	8484
1787840691.294307222	s1-eth27	952756199	16301
1787840691.294307222	s1-eth28	3727	8145
1787840691.294307222	s1-eth29	4093	8130
1787840691.294307222	s1-eth3	4897191256	3780648
1787840691.294307222	s1-eth30	3405	7710
1787840691.294307222	s1-eth31	894808352	14535
1787840691.294307222	s1-eth32	218879453	8613
1787840691.294307222	s1-eth33	3481	7921
1787840691.294307222	s1-eth34	3731	7706
1787840691.294307222	s1-eth4	218879541	9122
1787840691.294307222	s1-eth5	218879719	8853
1787840691.294307222	s1-eth6	218878347	9016
1787840691.294307222	s1-eth7	938591551	16320
1787840691.294307222	s1-eth8	218879423	8693
1787840691.294307222	s1-eth9	4152	8110
1787840691.294307222	s2-eth1	4802998389	5457368157
1787840691.294307222	s2-eth10	218878227	8977
1787840691.294307222	s2-eth11	1828258213	16916
1787840691.294307222	s2-eth12	4036	8031
1787840691.294307222	s2-eth13	3877	8321
1787840691.294307222	s2-eth14	4099	7776
1787840691.294307222	s2-eth15	719721020	14536
1787840691.294307222	s2-eth16	218879431	8713
1787840691.294307222	s2-eth17	218877927	8977
1787840691.294307222	s2-eth18	218874118	9263
1787840691.294307222	s2-eth19	11218	2183294465
1787840691.294307222	s2-eth2	202793234	92834
1787840691.294307222	s2-eth20	3447	71023175
1787840691.294307222	s2-eth21	3483	67393584
1787840691.294307222	s2-eth22	2596	8313
1787840691.294307222	s2-eth23	9115	677451691
1787840691.294307222	s2-eth24	3440	64685661
1787840691.294307222	s2-eth25	2876	8313
1787840691.294307222	s2-eth26	3217	63595234
1787840691.294307222	s2-eth27	11274	735625700
1787840691.294307222	s2-eth28	2956	8494
1787840691.294307222	s2-eth29	2792	8170
1787840691.294307222	s2-eth3	1112416295	16974
1787840691.294307222	s2-eth30	2387	8113
1787840691.294307222	s2-eth31	9200	677629454
1787840691.294307222	s2-eth32	3212	62195095
1787840691.294307222	s2-eth33	2594	8104
1787840691.294307222	s2-eth34	2473	8024
1787840691.294307222	s2-eth4	218879447	9050
1787840691.294307222	s2-eth5	218879194	8702
1787840691.294307222	s2-eth6	218877639	8613
1787840691.294307222	s2-eth7	938574439	15793
1787840691.294307222	s2-eth8	218879589	8811
1787840691.294307222	s2-eth9	218876378	8781
1787840691.294307222	s3-eth1	5086431336	5631369814
1787840691.294307222	s3-eth10	2980	7971
1787840691.294307222	s3-eth11	11468	783739335
1787840691.294307222	s3-eth12	3600	48605964
1787840691.294307222	s3-eth13	2594	8512
1787840691.294307222	s3-eth14	3316	48359512
1787840691.294307222	s3-eth15	9200	508613147
1787840691.294307222	s3-eth16	3677	47935156
1787840691.294307222	s3-eth17	2695	7749
1787840691.294307222	s3-eth18	3196	47639700
1787840691.294307222	s3-eth19	1112386364	16738
1787840691.294307222	s3-eth2	92834	92764
1787840691.294307222	s3-eth20	218878934	8672
1787840691.294307222	s3-eth21	218879050	8595
1787840691.294307222	s3-eth22	218873322	8834
1787840691.294307222	s3-eth23	938599155	15542
1787840691.294307222	s3-eth24	218874708	8693
1787840691.294307222	s3-eth25	218880142	9315
1787840691.294307222	s3-eth26	218877736	8828
1787840691.294307222	s3-eth27	1828257216	16451
1787840691.294307222	s3-eth28	3223	7923
1787840691.294307222	s3-eth29	3170	7931
1787840691.294307222	s3-eth3	3774961	2509719990
1787840691.294307222	s3-eth30	3080	8001
1787840691.294307222	s3-eth31	894824429	14515
1787840691.294307222	s3-eth32	3261	7973
1787840691.294307222	s3-eth33	3960	8147
1787840691.294307222	s3-eth34	3374	7988
1787840691.294307222	s3-eth4	3513	52262998
1787840691.294307222	s3-eth5	3612	51320020
1787840691.294307222	s3-eth6	3615	50636446
1787840691.294307222	s3-eth7	11056	669137806
1787840691.294307222	s3-eth8	3382	49629561
1787840691.294307222	s3-eth9	3070	7971
1787840691.294307222	s4-eth1	8203714326	193886
1787840691.294307222	s4-eth10	3642	53028505
1787840691.294307222	s4-eth11	11445	977182170
1787840691.294307222	s4-eth12	2717	8075
1787840691.294307222	s4-eth13	2936	7940
1787840691.294307222	s4-eth14	2125	7815
1787840691.294307222	s4-eth15	9527	613638134
1787840691.294307222	s4-eth16	3668	52177862
1787840691.294307222	s4-eth17	3486	51667234
1787840691.294307222	s4-eth18	3750	51048692
1787840691.294307222	s4-eth19	11357	583644993
1787840691.294307222	s4-eth2	92834	89992
1787840691.294307222	s4-eth20	3381	118146125
1787840691.294307222	s4-eth21	3214	117958829
1787840691.294307222	s4-eth22	3433	117291335
1787840691.294307222	s4-eth23	10048	882672194
1787840691.294307222	s4-eth24	3359	116147730
1787840691.294307222	s4-eth25	3754	115609726
1787840691.294307222	s4-eth26	3267	114665405
1787840691.294307222	s4-eth27	10890	1253496776
1787840691.294307222	s4-eth28	2432	8182
1787840691.294307222	s4-eth29	2350	8248
1787840691.294307222	s4-eth3	11323	335005676
1787840691.294307222	s4-eth30	2350	8088
1787840691.294307222	s4-eth31	9247	856901237
1787840691.294307222	s4-eth32	2482	8301
1787840691.294307222	s4-eth33	2672	8006
1787840691.294307222	s4-eth34	2497	8072
1787840691.294307222	s4-eth4	3694	54851104
1787840691.294307222	s4-eth5	3514	54650806
1787840691.294307222	s4-eth6	3052	54591439
1787840691.294307222	s4-eth7	10436	824352619
1787840691.294307222	s4-eth8	3778	53699037
1787840691.294307222	s4-eth9	3060	53442536
1787840691.294307222	s5-eth1	12030645774	3950306
