e_mp_0032_1	mp	32	1	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0032_1  mark=OK  ratio=1.002  gt_mbit=206  lost_pct=0.01342  lam=2.065e+08  quantum=1  spread=6.978  floor=0.00696  distinct=241
e_m_0032_2	m	32	2	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0032_2  mark=OK  ratio=1.002  gt_mbit=206  lost_pct=0.0199  lam=2.063e+08  quantum=1  spread=5.137  floor=0.006961  distinct=241
e_mp_0032_2	mp	32	2	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0032_2  mark=OK  ratio=0.9968  gt_mbit=206  lost_pct=0.01068  lam=2.053e+08  quantum=1  spread=5.648  floor=0.006979  distinct=240
e_m_0032_3	m	32	3	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0032_3  mark=OK  ratio=1.002  gt_mbit=206  lost_pct=0.01641  lam=2.063e+08  quantum=1  spread=5.01  floor=0.006962  distinct=241
e_mp_0032_3	mp	32	3	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0032_3  mark=OK  ratio=1  gt_mbit=206  lost_pct=0.02251  lam=2.06e+08  quantum=1  spread=6.228  floor=0.006967  distinct=241
e_m_0016_1	m	16	1	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0016_1  mark=OK  ratio=1.003  gt_mbit=206  lost_pct=0.02778  lam=2.066e+08  quantum=1  spread=3.661  floor=0.006958  distinct=241
e_mp_0016_1	mp	16	1	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0016_1  mark=OK  ratio=0.9992  gt_mbit=206  lost_pct=0.01101  lam=2.058e+08  quantum=1  spread=4.856  floor=0.006971  distinct=241
e_m_0016_2	m	16	2	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0016_2  mark=OK  ratio=0.9967  gt_mbit=206  lost_pct=0.03255  lam=2.053e+08  quantum=1  spread=5.158  floor=0.00698  distinct=241
e_mp_0016_2	mp	16	2	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0016_2  mark=OK  ratio=1.001  gt_mbit=206  lost_pct=0.01658  lam=2.063e+08  quantum=1  spread=5.176  floor=0.006963  distinct=241
e_m_0016_3	m	16	3	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0016_3  mark=OK  ratio=1.002  gt_mbit=206  lost_pct=0.01665  lam=2.064e+08  quantum=1  spread=5.69  floor=0.00696  distinct=240
