part	poll_mono	written_mono	status	last_heard_mono
cut	48386.692983	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48386.793268	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48386.893750	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48386.994031	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.094313	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.194586	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.294868	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.395129	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.495423	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.595776	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.696061	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.796319	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.896612	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48387.996887	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.097184	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.197525	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.297811	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.398083	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.498359	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.598617	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.698895	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.799163	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.899415	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48388.999716	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.100050	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.200359	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.300742	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.401028	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.501314	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.601594	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.701895	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.802201	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48389.902554	48385.408057	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
cut	48390.002825	48389.907346	running	1:3>3:1=48384.907766,3:1>1:3=48384.907732
