part	poll_mono	written_mono	status	last_heard_mono
cut	48407.218090	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.318358	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.418759	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.519034	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.619303	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.719621	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.819982	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48407.920248	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.020588	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.120978	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.221309	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.321656	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.422071	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.522443	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.622786	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.723143	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.823588	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48408.923948	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.024415	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.124762	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.225071	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.325406	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.425751	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.526055	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.626403	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.726754	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.827078	48405.408066	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48409.927419	48409.908350	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.027738	48409.908350	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.128052	48409.908350	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.228389	48409.908350	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.328756	48409.908350	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.429219	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.529641	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.629976	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.730329	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.830692	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48410.931210	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.031560	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.131915	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.232264	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.332604	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.432968	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.533321	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.633597	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.733867	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.834125	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48411.934406	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.034683	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.134956	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.235225	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.335540	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.435845	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.536201	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.636491	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.736764	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.837045	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48412.937294	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.037565	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.137840	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.238101	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.338355	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.438623	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.538898	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.639165	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.739429	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.839699	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48413.940007	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.040380	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.140763	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.241046	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.341325	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.441600	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.541904	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.642268	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.742580	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.842956	48410.409055	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48414.943253	48414.907368	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.043530	48414.907368	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.143836	48414.907368	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.244197	48414.907368	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.344472	48414.907368	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.444746	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.545112	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.645420	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.745774	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.846076	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48415.946440	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.046806	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.147068	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.247329	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.347627	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.447975	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
cut	48416.548233	48415.408060	running	1:3>3:1=48404.907777,3:1>1:3=48404.907744
