part	poll_mono	written_mono	status	last_heard_mono
cut	48448.279601	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.379877	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.480263	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.580530	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.680795	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.781069	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.881415	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48448.981754	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.082043	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.182283	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.282615	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.382979	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.483263	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.583614	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.683940	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.784270	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.884648	48445.408048	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48449.985069	48449.907370	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.085420	48449.907370	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.185797	48449.907370	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.286289	48449.907370	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.386758	48449.907370	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.487065	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.587402	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.687732	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.788060	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.888381	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48450.988735	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.089281	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.189631	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.289961	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.390329	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.490703	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.591158	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.691548	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.791887	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.892266	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48451.992712	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.093075	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.193326	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.293594	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.393864	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.494139	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.594490	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.694841	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.795212	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.895651	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48452.995972	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.096327	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.196599	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.296882	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.397184	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.497505	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.597786	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.698055	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.798407	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.898773	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48453.999090	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.099433	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.199716	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.300092	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.400413	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.500698	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.600958	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.701273	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.801616	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48454.901890	48450.408056	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48455.002148	48454.907345	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48455.102423	48454.907345	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
cut	48455.202688	48454.907345	running	1:3>3:1=48444.907751,3:1>1:3=48444.907719
