part	poll_mono	written_mono	status	last_heard_mono
single	48291.914558	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.014825	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.115197	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.215481	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.315823	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.416104	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.516373	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.616678	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.717054	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.817328	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48292.917614	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.017890	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.118185	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.218463	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.319085	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.419384	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.519698	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.619989	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.720265	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.820543	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48293.920845	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.021224	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.121602	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.221867	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.322146	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.422509	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.522780	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.623078	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.723415	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.823708	48290.408710	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48294.923989	48294.907414	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48295.024361	48294.907414	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48295.124766	48294.907414	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48295.225054	48294.907414	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48295.325307	48294.907414	running	1:3>3:1=48289.908135,3:1>1:3=48289.908094
single	48295.425585	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48295.525878	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48295.626227	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48295.726514	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48295.826866	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48295.927239	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.027503	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.127773	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.228072	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.328421	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.428703	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.528993	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.629328	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.729634	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.829981	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48296.930236	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.030532	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.130914	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.231262	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.331562	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.431916	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.532269	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
single	48297.632609	48295.408062	running	1:3>3:1=48289.908135,3:1>1:3=48294.907763
