part	poll_mono	written_mono	status	last_heard_mono
cut	48509.881108	48505.408642	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48509.981380	48509.907379	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.081872	48509.907379	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.182223	48509.907379	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.282580	48509.907379	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.382914	48509.907379	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.483258	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.583582	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.683951	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.784409	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.884739	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48510.985055	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.085447	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.185880	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.286263	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.386705	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.487079	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.587542	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.687899	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.788236	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.888579	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48511.988904	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.089261	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.189618	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.289973	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.390308	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.490661	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.590977	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.691309	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
cut	48512.791644	48510.408062	running	1:3>3:1=48504.908074,3:1>1:3=48504.908031
