part	poll_mono	written_mono	status	last_heard_mono
cut	49004.837146	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49004.937425	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.037846	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.138195	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.238469	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.338752	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.439086	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.539536	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.640057	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.740383	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.840715	49001.423656	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49005.941049	49005.922928	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.041378	49005.922928	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.141708	49005.922928	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.242067	49005.922928	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.342423	49005.922928	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.442872	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.543226	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.643808	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.744405	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.845016	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49006.945373	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.045963	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.146310	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.246654	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.346992	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.447356	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.547685	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.648120	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.748467	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.848816	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49007.949190	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49008.049699	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
cut	49008.150337	49006.423872	running	1:3>3:1=49000.923092,3:1>1:3=49000.923061
