part	poll_mono	written_mono	status	last_heard_mono
quiet	48557.652196	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48557.752494	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48557.852990	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48557.953275	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.053610	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.153910	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.254185	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.354488	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.454845	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.555127	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.655389	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.755686	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.856078	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
quiet	48558.956442	48556.422352	running	1:3>3:1=48555.921766,1:4>4:2=48555.921777,2:3>4:1=48555.921773,2:4>3:2=48555.921770,3:1>1:3=48555.921733,3:2>2:4=48555.921762,4:1>2:3=48555.921759,4:2>1:4=48555.921754
