1787971457 56177771 446811751 553 0
1787971458 56177810 446813117 557 0
1787971459 56177941 446814388 559 102
1787971460 56178075 446815662 561 203
1787971461 56178208 446816932 566 306
1787971462 56178337 446818202 570 407
1787971463 56178478 446819447 572 509
1787971464 56178645 446820675 577 611
1787971465 56178773 446821950 581 713
1787971466 56178899 446823222 586 713
1787971467 56178941 446824585 589 715
1787971468 56179090 446825822 596 817
1787971469 56179221 446827083 599 918
1787971470 56179371 446828324 601 1020
1787971471 56179497 446829600 605 1123
1787971472 56179630 446830868 607 1225
1787971473 56179771 446832132 614 1327
1787971474 56179946 446833358 619 1430
1787971475 56180073 446834622 622 1430
1787971476 56180100 446835999 623 1432
1787971477 56180227 446837269 629 1535
1787971478 56180356 446838539 632 1636
1787971479 56180482 446839812 636 1738
1787971480 56180617 446841081 641 1840
1787971481 56180745 446842351 648 1942
1787971482 56180873 446843623 654 2043
1787971483 56181004 446844891 660 2146
1787971484 56181167 446846135 668 2146
1787971485 56181197 446847508 668 2150
1787971486 56181327 446848765 673 2252
1787971487 56181454 446850037 678 2354
1787971488 56181631 446851261 685 2457
1787971489 56181779 446852515 689 2560
1787971490 56181911 446853788 695 2663
1787971491 56182044 446855056 702 2765
1787971492 56182171 446856332 707 2867
1787971493 56182292 446857607 716 2867
1787971494 56182344 446858953 721 2875
1787971495 56182487 446860209 727 2977
1787971496 56182616 446861476 735 3079
1787971497 56182741 446862752 741 3183
1787971498 56182883 446864013 751 3286
1787971499 56183021 446865268 755 3390
1787971500 56183156 446866538 762 3493
1787971501 56183285 446867812 771 3595
1787971502 56183404 446869094 777 3595
1787971503 56183443 446870455 784 3608
1787971504 56183582 446871680 793 3710
1787971505 56183750 446872906 801 3813
1787971506 56183887 446874165 810 3916
1787971507 56184020 446875436 820 4021
1787971508 56184157 446876692 831 4124
1787971509 56184285 446877955 840 4226
1787971510 56184420 446879216 852 4329
1787971511 56184540 446880493 863 4329
1787971512 56184586 446881846 869 4344
1787971513 56184722 446883099 881 4447
1787971514 56184854 446884359 892 4550
1787971515 56185019 446885571 908 4654
1787971516 56185153 446886829 920 4757
1787971517 56185283 446888090 934 4860
1787971518 56185415 446889347 945 4965
1787971519 56185542 446890601 956 5067
1787971520 56185655 446891884 967 5067
1787971521 56185701 446893240 971 5084
1787971522 56185830 446894497 984 5187
1787971523 56185960 446895758 995 5291
1787971524 56186099 446897008 1009 5394
1787971525 56186265 446898234 1019 5497
1787971526 56186391 446899498 1030 5601
1787971527 56186525 446900755 1045 5705
1787971528 56186664 446902018 1057 5809
1787971529 56186773 446903305 1067 5809
1787971530 56186823 446904652 1074 5832
1787971532 56186962 446905902 1096 5937
1787971533 56187123 446907126 1115 6043
1787971534 56187260 446908379 1137 6147
1787971535 56187401 446909606 1157 6253
1787971536 56187559 446910818 1175 6358
1787971537 56187738 446912019 1196 6463
1787971538 56187891 446913254 1216 6568
1787971539 56187992 446914539 1233 6568
1787971540 56188044 446915884 1241 6597
1787971541 56188178 446917126 1263 6703
1787971542 56188311 446918366 1290 6808
1787971543 56188442 446919606 1315 6915
1787971544 56188576 446920850 1336 7021
1787971545 56188715 446922087 1363 7127
1787971546 56188849 446923314 1386 7233
1787971547 56189015 446924523 1408 7340
1787971548 56189116 446925808 1426 7340
1787971549 56189210 446927104 1439 7373
1787971550 56189359 446928330 1469 7480
1787971551 56189492 446929555 1497 7586
1787971552 56189630 446930782 1524 7695
1787971553 56189767 446932020 1557 7801
1787971554 56189894 446933255 1585 7909
1787971555 56190024 446934497 1612 8017
1787971556 56190153 446935733 1641 8123
1787971557 56190276 446936993 1657 8123
1787971558 56190371 446938315 1674 8160
1787971559 56190592 446939546 1708 8269
1787971560 56190770 446940778 1740 8377
1787971561 56190971 446942003 1772 8484
1787971562 56191205 446943231 1806 8592
1787971563 56191411 446944446 1840 8702
1787971564 56191632 446945664 1873 8811
1787971565 56191877 446946899 1907 8919
1787971566 56192028 446948179 1928 8919
1787971567 56192152 446949461 1947 8961
1787971568 56192328 446950691 1977 9069
1787971569 56192501 446951930 2009 9179
1787971570 56192680 446953150 2040 9285
1787971571 56192855 446954382 2074 9395
1787971572 56193035 446955612 2105 9503
1787971573 56193220 446956834 2136 9612
1787971574 56193406 446958063 2169 9721
1787971575 56193520 446959366 2184 9721
1787971576 56193594 446960673 2206 9770
1787971577 56193758 446961860 2243 9881
1787971578 56193894 446963067 2284 9991
1787971579 56194027 446964287 2324 10102
1787971580 56194158 446965515 2364 10213
1787971581 56194290 446966734 2404 10324
1787971582 56194420 446967963 2441 10433
1787971583 56194556 446969181 2481 10544
1787971584 56194631 446970490 2499 10544
1787971585 56194895 446971781 2521 10601
1787971586 56195397 446973002 2564 10712
1787971587 56195925 446974213 2608 10825
1787971588 56196468 446975387 2654 10936
1787971589 56196983 446976600 2698 11049
1787971590 56197492 446977818 2743 11159
1787971591 56198008 446979030 2785 11273
1787971592 56198519 446980236 2833 11383
1787971593 56198739 446981541 2850 11383
1787971594 56198827 446982816 2875 11447
1787971595 56198967 446984024 2914 11559
1787971596 56199102 446985244 2958 11669
1787971597 56199235 446986461 2999 11780
1787971598 56199414 446987627 3043 11891
1787971599 56199550 446988841 3087 12001
1787971600 56199684 446990054 3133 12113
1787971601 56199819 446991277 3180 12226
1787971602 56199892 446992587 3196 12226
1787971603 56200236 446993850 3234 12295
1787971604 56200782 446995023 3294 12412
1787971605 56201331 446996212 3352 12528
1787971606 56201880 446997405 3410 12643
1787971607 56202414 446998598 3468 12759
1787971608 56202982 446999750 3529 12876
1787971609 56203584 447000883 3591 12993
1787971610 56204171 447002035 3649 13109
1787971611 56204350 447003354 3669 13109
1787971612 56204454 447004600 3712 13186
1787971613 56204592 447005789 3767 13301
1787971614 56204737 447006966 3824 13418
1787971615 56204871 447008168 3879 13533
1787971616 56205008 447009369 3934 13649
1787971617 56205150 447010562 3995 13766
1787971618 56205315 447011730 4052 13882
1787971619 56205460 447012922 4111 13997
1787971620 56205520 447014255 4124 13997
1787971621 56205674 447015501 4166 14080
1787971622 56205900 447016677 4229 14197
1787971624 56206099 447017871 4284 14311
1787971625 56206313 447019054 4340 14428
1787971626 56206518 447020248 4396 14542
1787971627 56206718 447021439 4453 14657
1787971628 56206916 447022642 4511 14774
1787971629 56207126 447023833 4565 14889
1787971630 56207211 447025156 4577 14889
1787971631 56207519 447026361 4640 14985
1787971632 56207888 447027515 4723 15108
1787971633 56208252 447028669 4806 15229
1787971634 56208616 447029826 4888 15352
1787971635 56208971 447030984 4978 15475
1787971636 56209344 447032148 5062 15596
1787971637 56209710 447033306 5139 15718
1787971638 56210090 447034463 5222 15838
1787971639 56210154 447035816 5234 15838
1787971640 56210304 447036965 5303 15941
1787971641 56210439 447038134 5379 16063
1787971642 56210573 447039300 5460 16183
1787971643 56210716 447040462 5542 16303
1787971644 56210848 447041626 5622 16422
1787971645 56210987 447042776 5707 16541
1787971646 56211116 447043945 5783 16662
1787971647 56211250 447045105 5866 16788
1787971648 56211287 447046465 5874 16788
1787971649 56211476 447047637 5951 16898
1787971650 56211724 447048757 6028 17017
1787971651 56211933 447049908 6111 17138
1787971652 56212138 447051060 6195 17258
1787971653 56212361 447052192 6282 17380
1787971654 56212568 447053351 6365 17501
1787971655 56212779 447054506 6446 17629
1787971656 56212981 447055630 6550 17629
1787971657 56213012 447057003 6554 17629
1787971658 56213156 447058146 6640 17746
1787971659 56213300 447059291 6736 17868
1787971660 56213473 447060389 6838 17994
1787971661 56213617 447061528 6932 18117
1787971662 56213752 447062672 7023 18242
1787971663 56213897 447063809 7114 18364
1787971664 56214034 447064954 7203 18487
1787971665 56214168 447066109 7286 18487
1787971666 56214193 447067487 7288 18487
1787971667 56214335 447068628 7384 18610
1787971668 56214492 447069765 7490 18739
1787971669 56214643 447070897 7586 18862
1787971670 56214813 447072009 7683 18988
1787971671 56215039 447073066 7782 19114
1787971672 56215194 447074200 7877 19238
1787971673 56215351 447075335 7974 19364
1787971674 56215494 447076490 8059 19364
1787971675 56215531 447077859 8065 19370
1787971676 56215680 447079015 8145 19490
1787971677 56215821 447080180 8228 19612
1787971678 56215972 447081336 8311 19731
1787971679 56216117 447082498 8389 19853
1787971680 56216264 447083651 8469 19975
1787971681 56216454 447084764 8547 20096
1787971682 56216596 447085922 8624 20218
1787971683 56216742 447087102 8697 20218
1787971684 56216796 447088442 8706 20228
1787971685 56216936 447089596 8784 20349
1787971686 56217070 447090754 8862 20469
1787971687 56217216 447091898 8945 20591
1787971688 56217369 447093050 9025 20710
1787971689 56217507 447094193 9107 20832
1787971690 56217658 447095335 9190 20953
1787971691 56217844 447096445 9274 21073
1787971692 56217981 447097616 9341 21073
1787971693 56218026 447098963 9355 21087
1787971694 56218185 447100113 9432 21208
1787971695 56218338 447101265 9512 21328
1787971696 56218495 447102422 9594 21449
1787971697 56218654 447103577 9674 21570
1787971698 56218808 447104745 9760 21692
1787971699 56218959 447105906 9847 21812
1787971700 56219109 447107076 9924 21933
